Locality,Price,Bedrooms,Living area,Kitchen type,Furnished,Terrace surface,Garden surface,Surface of the plot,Number of frontages,Swimming pool,Building condition,Type of property 
assebroek,"335,000",2,114,Hyper equipped,0,13,None,None,None,0,None,apartment
sint-amandsberg,"296,000",2,101,Installed,0,None,None,None,3,None,Good,apartment
ixelles,"825,000",5,280,None,0,None,35,100,2,None,To renovate,house
jambes,"1,300,000",3,219,USA hyper equipped,0,159,None,None,3,0,As new,penthouse
schaerbeek,"187,500",1,50,USA installed,None,None,None,None,2,0,Just renovated,apartment
waregem,"307,700",2,87,Installed,0,18,None,None,4,None,None,apartment
bredene,"315,000",4,158,Installed,None,14,None,None,None,None,As new,apartment
gent,"437,918",2,103,None,None,31,None,None,None,0,None,apartment
tienen,"359,000",4,180,Hyper equipped,0,20,69,145,2,None,As new,house
fleurus,"79,000",2,130,Semi equipped,0,None,None,None,None,None,To renovate,house
knokke,"885,000",3,132,None,None,None,None,None,None,None,As new,apartment
leuven,"412,000",2,98,Installed,0,None,None,None,2,None,Good,apartment
zaventem,"320,000",2,160,Hyper equipped,0,24,None,None,3,None,As new,apartment
boezinge,"699,000",4,448,Hyper equipped,0,None,None,1070,3,None,Good,mixed-use-building
kortrijk,"645,000",3,212,Hyper equipped,0,6,None,None,2,0,As new,apartment
ixelles,"2,295,000",5,485,None,None,None,None,143,2,None,As new,mansion
eeklo,"995,000",5,564,Hyper equipped,0,None,None,8467,4,0,Good,house
lede,"420,000",3,235,Installed,None,None,None,655,None,0,To be done up,house
rumst,"249,000",2,115,None,0,16,55,115,2,0,Good,house
de-panne,"345,000",3,100,Installed,0,None,None,None,None,0,Just renovated,apartment
ganshoren,"175,000",1,73,Semi equipped,0,None,None,None,2,None,To renovate,apartment
berlaar,"249,000",1,79,Installed,0,20,None,None,4,None,None,apartment
waarschoot,"550,000",3,266,Installed,0,None,987,987,4,0,Good,house
rumbeke,"325,000",4,130,Installed,0,None,145,258,3,None,Good,house
brussels-city,"850,000",3,213,Hyper equipped,None,43,None,None,None,0,None,apartment
ville-en-hesbaye,"46,000",5,341,Semi equipped,0,11,950,1345,4,0,To be done up,house
chenee,"169,000",2,105,Semi equipped,0,None,None,89,None,None,To be done up,house
blankenberge,"199,500",4,166,Semi equipped,0,None,None,79,None,None,To be done up,house
ixelles,"1,175,000",3,215,Hyper equipped,0,None,None,None,2,0,As new,triplex
knokke-heist,"860,000",3,166,Hyper equipped,0,None,None,125,None,None,Good,house
aywaille,"289,000",6,215,Installed,0,20,None,236,2,None,Just renovated,house
jambes,"289,000",2,130,Semi equipped,0,None,None,763,4,None,Good,house
desselgem,"349,000",4,175,Hyper equipped,0,None,None,185,2,None,Good,house
jette,"245,000",1,71,Hyper equipped,0,8,None,None,2,0,As new,apartment
clavier,"355,000",4,160,USA hyper equipped,0,None,400,638,4,0,As new,house
de-haan,"345,000",3,107,Installed,0,None,None,None,None,None,Good,apartment
assebroek,"315,000",3,114,Installed,0,25,None,79,2,None,Just renovated,house
asse,"490,000",4,200,Installed,0,21,None,None,4,None,None,apartment
braine-lalleud,"335,000",3,186,USA installed,0,17,None,None,2,None,Good,apartment
herstal,"195,000",3,98,Installed,1,55,55,None,2,None,Good,house
wommelgem,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
fleurus,"245,000",3,170,Semi equipped,0,None,None,320,3,None,Good,mansion
binche,"100,000",2,98,Semi equipped,0,None,None,230,2,None,To renovate,house
affligem,"419,000",None,429,Semi equipped,None,None,None,640,3,None,To be done up,mixed-use-building
roeselare,"225,000",2,100,USA installed,0,None,None,None,None,0,Just renovated,apartment
brugge,"659,000",4,448,Installed,0,None,None,230,3,0,None,mansion
knokke-heist,"690,000",2,88,Hyper equipped,None,None,None,None,2,0,As new,apartment
oudenaarde,"495,000",3,220,Installed,0,None,None,497,4,None,None,villa
roosdaal,"498,000",3,200,Installed,0,60,300,778,4,1,As new,house
herstal,"162,000",3,110,None,0,30,150,240,2,None,Good,house
soignies,"223,000",2,94,Installed,0,22,None,None,4,None,None,apartment
modave,"149,000",3,215,Installed,0,None,None,120,2,None,Good,house
zemst-weerde,"429,000",3,166,Installed,0,35,None,609,3,None,Good,house
saint-gilles,"949,000",7,250,USA hyper equipped,None,None,None,80,2,None,As new,mixed-use-building
leuven-heverlee,"350,000",3,127,Installed,0,None,None,None,4,None,Good,apartment
oostende,"109,500",1,60,Semi equipped,0,1,None,None,2,0,Good,apartment
lichtervelde,"195,000",3,165,Installed,0,15,125,335,2,None,To be done up,house
anderlecht,"995,000",7,605,Installed,0,None,None,340,None,None,None,mixed-use-building
zeebrugge,"199,000",1,53,USA hyper equipped,1,2,None,53,2,0,As new,apartment-block
arlon,"550,000",3,227,Semi equipped,0,15,2000,2900,4,None,To be done up,house
knokke-heist-knokke,"2,275,000",6,384,None,None,None,None,775,4,None,As new,villa
knokke-heist,"940,000",2,62,USA hyper equipped,None,None,None,None,None,0,As new,apartment
aalst,"250,000",2,100,Installed,None,None,None,None,None,None,As new,apartment
de-klinge,"408,000",3,150,Installed,0,None,None,238,3,None,Good,house
oud-turnhout,"850,000",3,284,Installed,0,None,None,20000,4,None,Good,manor-house
wangenies,"155,000",2,110,Semi equipped,0,None,None,None,2,None,To be done up,house
knokke-heist,"545,000",1,70,Hyper equipped,0,None,None,None,2,0,As new,apartment
sint-niklaas-belsele,"3,750,000",5,362,Hyper equipped,0,None,None,6000,4,None,As new,house
seraing,"269,500",4,135,None,1,None,None,105,2,0,As new,mixed-use-building
heverlee,"375,000",3,125,Installed,0,20,150,237,3,0,Good,house
melen,"245,000",1,117,Installed,0,27,None,None,None,None,None,duplex
mons-ghlin,"180,000",4,144,Installed,0,10,None,50,2,0,As new,town-house
gozee,None,4,175,Installed,None,30,None,850,3,None,As new,country-cottage
hasselt,"375,000",3,120,None,None,14,None,None,None,0,To be done up,apartment
charleroi-gosselies,"195,000",3,90,None,0,None,None,521,4,None,To be done up,villa
oostende,"219,000",4,233,Installed,0,None,None,None,2,None,To renovate,apartment
willebroek,"274,000",3,152,Installed,0,None,120,230,2,None,Good,house
sint-pieters-leeuw,"550,000",5,315,USA hyper equipped,0,40,450,523,3,0,As new,house
antwerp,"795,000",2,213,Installed,0,10,150,None,2,0,Just renovated,apartment
ixelles,"585,000",2,125,USA hyper equipped,0,None,None,None,2,0,As new,apartment
vilvoorde,"269,000",2,80,USA installed,0,5,None,None,3,None,To renovate,apartment
zelzate,"185,000",4,217,Semi equipped,None,None,None,194,None,None,To renovate,house
lembeek,"339,000",4,201,Installed,0,None,None,202,None,None,As new,house
herstal,"280,000",3,92,Installed,None,19,266,306,3,0,Good,house
oostende,"210,000",2,81,None,1,2,None,None,None,0,None,apartment
somme-leuze,"195,000",3,150,Installed,0,None,None,450,3,None,None,house
deurne,"265,350",2,94,Hyper equipped,0,16,None,None,2,None,None,apartment
uccle,"900,000",6,300,Hyper equipped,0,20,None,None,None,None,None,house
mortsel,"659,000",5,280,Installed,None,None,None,424,2,None,Good,house
remicourt,"380,000",5,184,Installed,0,1,1029,1153,4,0,Good,villa
brussels-city,"244,000",2,71,USA hyper equipped,1,4,None,None,2,None,None,apartment
watermael-boitsfort,"425,000",4,155,Hyper equipped,0,50,50,115,2,None,To renovate,house
woluwe-saint-pierre,"269,000",1,75,Semi equipped,0,4,None,None,None,None,Good,apartment
gistel,"299,000",3,273,Hyper equipped,0,None,None,120,None,None,As new,house
wagnelee,"220,000",3,115,Semi equipped,0,35,None,461,3,None,Good,house
evere,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
la-hulpe,"2,900,000",6,1000,Installed,0,None,None,30000,4,None,Good,house
grand-rechain,None,4,254,Installed,None,None,None,2193,4,None,Good,country-cottage
grez-doiceau,"689,995",5,280,Hyper equipped,0,None,None,1512,4,None,As new,exceptional-property
maisieres,"235,000",2,83,Installed,0,9,None,None,None,None,None,apartment
woluwe-saint-lambert,"360,000",3,129,Hyper equipped,0,11,None,None,2,0,To renovate,apartment
middelkerke,"265,000",2,79,Hyper equipped,0,None,None,None,None,0,As new,apartment
asse,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
uccle,"449,000",2,110,Not installed,1,10,None,None,None,0,As new,apartment
antwerpen,"299,000",2,107,Hyper equipped,0,None,130,None,None,0,As new,ground-floor
ixelles,"299,000",1,72,Installed,0,None,None,None,2,0,Good,apartment
de-haan,"189,000",3,136,Hyper equipped,0,None,None,161,None,None,To be done up,house
vielsalm,"175,000",4,316,None,0,None,None,434,4,None,To restore,house
grace-hollogne,"124,000",1,48,Installed,0,None,830,None,2,0,Good,apartment
jodoigne,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
liege,"249,000",6,200,None,0,None,None,115,2,None,To be done up,house
lasne,"2,450,000",8,730,Installed,0,None,None,3000,None,1,Good,villa
antwerp,"590,000",2,110,USA hyper equipped,None,58,None,None,3,None,As new,penthouse
etterbeek,"460,000",2,92,USA hyper equipped,0,8,None,None,None,None,Good,apartment
uccle,"695,000",2,180,Hyper equipped,0,80,340,None,3,0,Good,apartment
middelkerke,"129,000",None,34,Installed,0,2,None,None,2,0,Good,flat-studio
bastogne,"245,000",2,109,None,0,None,None,None,4,None,None,apartment
zele,"249,000",3,156,Installed,None,20,180,290,3,None,Good,house
grobbendonk,"699,000",4,372,Installed,0,None,None,2853,4,1,As new,villa
woluwe-saint-pierre,"3,800,000",8,600,Hyper equipped,0,40,1367,1367,4,1,As new,house
bastogne,"235,000",3,112,None,0,None,None,None,4,None,None,apartment
dison,"98,500",5,210,Installed,0,3,None,None,None,None,Good,loft
thimeon,"249,000",2,130,Installed,None,32,384,456,2,None,Just renovated,house
soignies,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
zottegem,"425,000",3,208,Hyper equipped,0,11,None,None,None,0,As new,apartment
gistel,"248,000",2,93,Hyper equipped,0,9,None,None,None,None,As new,apartment
grace-hollogne,"230,000",4,185,Not installed,0,None,None,440,None,None,To be done up,house
scherpenheuvel,"425,000",4,154,None,0,None,None,517,3,None,None,house
liege,"285,000",5,280,None,0,None,None,280,2,0,To be done up,apartment-block
mont-saint-guibert,"175,000",3,136,Not installed,0,None,None,509,3,None,To renovate,house
ixelles,"345,000",2,75,Installed,0,None,None,None,2,0,Good,duplex
arlon,"315,000",3,150,Installed,0,None,None,450,3,None,To renovate,house
sibret,"175,000",4,None,Semi equipped,0,None,None,1164,4,None,To be done up,house
liege,"545,000",6,410,None,None,20,120,260,None,None,Good,house
blankenberge,"749,000",4,280,Hyper equipped,0,None,None,1050,None,None,As new,villa
antwerpen-1,"555,000",3,161,Installed,0,37,None,None,2,None,As new,ground-floor
antwerpen-6,"475,000",4,247,Hyper equipped,1,None,26,95,2,None,Just renovated,house
leopoldsburg,"129,000",2,89,Semi equipped,0,7,None,None,None,None,To renovate,apartment
elsegem,"315,000",3,135,Installed,0,None,None,478,3,None,As new,mixed-use-building
seraing,"125,000",4,168,Semi equipped,0,None,None,151,None,None,To renovate,house
woluwe-saint-lambert,"299,000",3,103,Hyper equipped,0,30,None,None,2,0,To be done up,apartment
liege,"470,000",2,175,Hyper equipped,None,100,60,246,2,None,Good,house
schulen,"325,000",2,127,Installed,0,19,None,None,4,None,Good,ground-floor
liege,"79,000",2,56,None,0,None,None,None,2,None,None,apartment
ath,"195,000",2,110,None,0,None,None,32,None,None,None,house
stalhille,"169,900",2,None,Installed,0,None,None,190,2,None,To renovate,house
huy,"395,000",6,320,Installed,0,None,700,880,4,None,To renovate,mansion
oudegem,"275,000",3,150,Installed,None,None,None,386,None,0,To be done up,house
ixelles,"780,000",8,200,None,0,5,None,52,2,None,As new,house
brussel,"325,000",1,58,Hyper equipped,1,None,None,None,None,None,As new,apartment
huy,"119,000",2,65,Not installed,0,None,None,30,2,None,None,house
evere,"445,000",3,120,Installed,0,33,None,None,4,0,As new,apartment
anderlecht,"205,000",1,58,USA hyper equipped,0,9,None,None,4,None,None,apartment
namur,"220,000",2,88,Not installed,0,7,None,None,4,None,None,apartment
amay,"225,000",3,145,Semi equipped,0,None,479,539,4,None,To be done up,house
lessines,"316,000",None,390,Not installed,0,None,None,890,None,None,To renovate,apartment-block
uccle,"720,000",4,189,Hyper equipped,0,21,None,None,2,0,Good,apartment
saint-hubert,"199,000",1,82,USA semi equipped,0,None,None,237,3,0,Just renovated,house
huy,"85,000",3,110,Semi equipped,0,None,None,127,2,None,To be done up,house
liege-chenee,"168,000",2,80,Semi equipped,0,8,None,None,2,0,Good,apartment
bossut-gottechain,"850,000",6,235,Hyper equipped,0,None,None,1678,None,1,As new,house
oostende,"535,000",3,110,None,None,17,None,None,None,0,Just renovated,apartment
auvelais,"255,000",3,188,Installed,0,None,None,None,4,None,None,house
gerpinnes,"375,000",5,240,Installed,0,None,None,2100,None,None,Good,villa
gent,"785,000",7,315,Hyper equipped,0,4,None,100,2,None,Good,apartment-block
mons,"210,886",2,81,Installed,0,6,None,None,2,0,As new,apartment
molenbeek-saint-jean,"449,000",4,137,USA hyper equipped,None,16,None,68,2,None,As new,house
deinze,"210,000",1,63,Hyper equipped,0,10,None,None,None,0,As new,apartment
ninove,"349,000",3,250,Hyper equipped,None,None,None,311,2,0,Good,house
antwerp,"225,000",2,85,Installed,0,None,None,None,None,None,Good,apartment
brussels-city,"175,000",2,65,Hyper equipped,1,None,None,None,2,None,Good,apartment
eupen,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
huy,"299,000",9,240,Not installed,0,None,None,120,2,0,As new,house
relegem,"395,000",3,101,Installed,0,None,None,None,2,None,Good,duplex
uccle,"239,000",1,61,Installed,0,3,None,None,3,None,Good,apartment
knokke-heist,"1,225,000",2,96,Hyper equipped,None,None,None,None,2,0,As new,apartment
rhode-saint-genese,"880,000",3,300,Installed,None,50,None,253,2,0,As new,house
evere,"175,000",1,50,USA hyper equipped,0,None,None,None,2,None,As new,apartment
kapellen,"254,000",1,66,Installed,None,14,None,None,None,0,As new,apartment
liege,"159,000",3,95,Semi equipped,0,None,57,120,2,None,To be done up,house
zwijnaarde,"445,000",2,100,Hyper equipped,0,None,None,None,2,0,As new,apartment
jambes,"340,000",2,106,USA hyper equipped,0,9,119,None,None,0,As new,apartment
erpe-mere,"199,000",4,176,Installed,None,None,None,358,3,None,To be done up,house
oostende,"239,000",2,84,Installed,0,None,None,None,2,0,Good,apartment
waregem,"399,500",3,165,Installed,0,None,None,374,3,None,Good,house
evere,"292,000",2,85,Hyper equipped,1,None,None,None,2,None,As new,apartment
uccle,"458,000",3,141,Hyper equipped,0,14,None,None,4,0,As new,apartment
grez-doiceau,"515,000",3,190,None,0,None,None,None,None,None,None,house
libin,"369,000",6,300,Not installed,0,15,2200,2412,4,0,Good,house
dilbeek-sint-martens-bodegem,"316,000",3,115,Not installed,None,None,None,610,3,None,To renovate,house
vosselaar,"1,090,000",4,562,Installed,0,None,None,2554,4,None,As new,villa
liege,"565,000",4,236,Installed,0,7,None,55,2,0,Good,apartment-block
hemiksem,"215,000",2,135,Installed,0,8,8,143,3,None,To be done up,house
heist-op-den-berg,"365,000",2,100,Installed,0,None,None,None,3,None,None,apartment
woluwe-saint-lambert,"430,000",2,104,Installed,0,4,None,None,2,0,Just renovated,apartment
kontich,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
uccle,"645,000",3,200,Installed,0,None,None,275,3,None,Just renovated,house
grivegnee,"149,000",1,50,Installed,0,7,None,None,3,None,Good,apartment
brecht,"265,000",2,80,Installed,0,None,960,1041,4,None,To be done up,house
uccle,"1,980,000",6,588,None,None,None,None,1300,4,None,To be done up,villa
blankenberge,"209,000",1,77,Installed,1,8,None,None,None,0,Good,apartment
brugge,"490,000",3,309,Semi equipped,0,None,None,179,None,None,To be done up,house
hasselt,"159,500",1,65,None,None,None,None,None,None,0,To renovate,apartment
gent,"340,000",3,170,Installed,0,12,108,156,2,None,Good,town-house
theux,"465,000",3,122,USA hyper equipped,0,105,900,989,4,1,None,house
marcinelle,"189,000",5,260,Semi equipped,0,40,None,200,2,None,Good,house
ronse,"198,000",1,120,Installed,0,None,None,None,4,None,As new,apartment
oostende,"229,000",2,80,Installed,0,3,None,None,None,0,As new,apartment
seraing,"249,750",2,96,Installed,0,8,None,None,None,None,None,apartment
uccle,"425,000",4,163,None,0,None,150,321,None,None,To renovate,house
quenast,"210,000",2,150,Installed,0,None,None,260,3,None,Just renovated,house
mouscron,"575,000",5,330,Installed,0,None,None,None,4,0,As new,apartment
havelange,"490,000",4,318,Hyper equipped,0,None,4890,4890,4,0,As new,exceptional-property
eke,"385,000",3,158,Installed,0,None,None,225,3,None,None,house
ixelles,"860,000",5,360,Semi equipped,0,34,None,163,2,None,To renovate,house
beveren,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
herzele,"199,000",4,165,Installed,None,None,None,197,None,0,To be done up,house
liege,None,2,81,None,None,None,None,50,2,None,To be done up,house
fleurus,"165,000",2,115,Semi equipped,0,None,None,None,2,None,To renovate,apartment-block
denderbelle,"299,000",3,105,Installed,None,12,None,179,None,None,As new,house
saint-josse-ten-noode,"485,000",7,210,Semi equipped,0,None,None,85,2,None,To renovate,house
menen,"129,000",2,133,Installed,0,26,None,80,None,None,Good,house
glabais,"446,000",2,163,Installed,0,20,None,560,3,None,Good,house
beloeil,"270,000",4,130,Installed,0,None,850,850,4,None,None,house
leuven,"139,000",1,19,None,1,None,None,None,None,0,As new,kot
woluwe-saint-lambert,"485,000",3,120,USA hyper equipped,None,7,None,None,2,0,As new,apartment
woluwe-saint-lambert,"925,000",7,345,Semi equipped,0,20,80,182,2,None,Good,house
vorselaar,"269,000",2,90,Installed,0,None,None,None,4,None,Good,apartment
liege,"55,000",1,28,None,0,None,None,None,2,None,None,apartment
heist-op-den-berg,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
oostende,"349,000",3,None,Installed,0,None,50,128,None,0,Good,house
charleroi-montignies-sur-sambre,"92,500",1,71,Installed,0,None,None,None,3,0,Good,duplex
laeken,"275,000",2,89,Installed,0,11,None,55,2,None,Good,house
baelen,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-houses
knokke-heist,"745,000",2,112,USA hyper equipped,0,None,None,None,2,None,Good,apartment
middelkerke,"265,000",2,42,Installed,0,None,None,None,2,None,Good,apartment
seraing,"199,000",3,145,Installed,0,None,115,187,2,0,As new,mixed-use-building
bunsbeek,"485,000",5,285,None,1,20,350,978,4,0,As new,villa
poelkapelle,"309,000",3,150,Hyper equipped,0,None,None,370,None,None,Good,house
herent,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
namur,"239,000",2,84,Installed,0,None,None,None,2,0,As new,apartment
antwerpen-1,"249,000",1,85,Installed,0,None,None,None,1,None,Just renovated,apartment
corroy-le-grand,"165,000",1,51,None,0,2,None,None,None,None,Good,apartment
alsemberg,"424,000",3,144,Semi equipped,0,20,None,None,None,None,Good,apartment
bruxelles,"575,000",2,141,USA hyper equipped,0,None,None,None,2,0,Just renovated,apartment
beveren-leie,"285,000",3,400,None,0,None,None,750,3,None,To be done up,house
jemeppe-sur-sambre,"340,000",4,165,USA installed,0,30,750,956,4,None,As new,house
puurs,"329,000",2,113,Hyper equipped,0,19,None,None,None,None,None,apartment
oostende,"459,000",2,98,None,None,19,None,None,None,0,As new,apartment
niel,"399,900",3,144,Hyper equipped,None,None,None,476,3,None,As new,house
tournai,"330,000",4,220,Semi equipped,None,None,110,227,2,None,None,house
ixelles,"370,000",1,77,USA semi equipped,0,None,None,None,None,0,As new,apartment
schaerbeek,"285,000",2,109,Installed,None,None,None,None,2,None,As new,apartment
rhode-saint-genese,"1,100,000",5,401,Installed,0,30,1000,1384,4,None,As new,villa
kortrijk,"220,000",2,60,Installed,0,10,None,None,None,None,Good,apartment
nobressart,"519,000",4,200,USA hyper equipped,0,28,60,185,2,None,As new,house
lubbeek,"449,000",3,150,None,0,None,None,645,4,1,None,villa
middelkerke,"169,000",None,38,None,None,None,None,None,None,0,None,flat-studio
libramont-chevigny,"269,900",3,112,Not installed,None,11,51,None,3,0,As new,house
antwerpen,"205,000",2,85,Installed,0,2,None,None,2,0,Just renovated,apartment
sombreffe,"150,000",4,229,Not installed,0,None,None,None,None,None,To renovate,apartment-block
uccle,None,None,None,None,None,None,None,None,None,None,None,new-real-estate-project-apartments
liege,"425,000",3,145,Hyper equipped,None,19,None,None,3,None,As new,penthouse
verviers,"650,000",20,1925,Not installed,0,None,None,None,4,None,To renovate,house
evere,"399,999",3,125,Hyper equipped,0,None,None,None,None,0,Good,apartment
anderlecht,"255,000",2,85,Not installed,0,None,None,None,None,None,To be done up,apartment
glabbeek,"385,000",4,242,Installed,0,None,381,1077,4,0,Good,house
liege,"65,000",1,35,None,0,None,None,None,2,None,None,apartment
haacht,"378,000",4,187,Hyper equipped,0,None,500,585,3,None,As new,house
ronse,"218,000",4,None,Semi equipped,None,12,184,280,2,None,Good,house
uccle,"1,990,000",3,235,USA hyper equipped,0,175,None,None,4,0,As new,penthouse
aalst,"475,000",3,140,Hyper equipped,0,40,100,None,None,None,As new,house
arendonk,"169,000",1,66,Installed,0,9,None,None,4,None,None,ground-floor
anderlecht,"298,000",3,115,USA installed,0,6,None,None,2,0,As new,duplex
court-st-etienne,None,3,210,Installed,None,None,None,1179,4,None,Good,villa
lint,"395,000",2,100,Installed,0,4,None,None,2,None,As new,apartment
mariakerke,"549,000",3,174,Semi equipped,0,None,None,840,4,None,To renovate,bungalow
jette,"299,500",2,81,USA hyper equipped,0,4,None,None,None,0,As new,apartment
mechelen,"430,000",2,125,Installed,0,None,29,None,2,None,Just renovated,apartment
oudenaarde,"150,000",1,69,None,0,10,None,None,None,0,As new,apartment
schaerbeek,"420,000",2,143,USA hyper equipped,None,13,None,None,None,None,As new,apartment
huy,"250,000",3,210,Semi equipped,0,None,None,70,2,None,Good,house
waregem,"219,500",3,130,Installed,None,None,None,151,None,0,As new,house
seraing,"89,000",1,50,Semi equipped,0,12,None,None,4,None,To be done up,apartment
oostende,"104,000",1,30,Installed,0,None,None,None,None,0,Good,apartment
uccle,"230,000",2,70,USA hyper equipped,None,8,None,None,None,None,To be done up,penthouse
jauche,"225,000",3,135,USA installed,None,None,None,345,2,None,Good,house
beersel,"478,000",3,163,Installed,0,None,305,713,4,None,To be done up,house
liege,"189,500",4,136,Installed,0,None,45,115,2,0,Good,house
brugge,"185,000",1,69,USA installed,0,None,None,None,None,0,As new,apartment
wanze,"395,000",3,250,Not installed,0,None,None,1867,4,None,To be done up,house
liege,"850,000",3,368,Installed,0,180,None,None,2,0,As new,penthouse
westende,"234,000",2,76,Installed,0,None,None,None,None,0,None,apartment
waterloo,"575,000",5,244,Installed,None,50,None,509,3,None,As new,house
heusden,"299,000",3,106,Installed,0,15,205,326,4,None,As new,exceptional-property
zaventem,"255,000",1,55,USA hyper equipped,0,5,None,None,None,None,As new,service-flat
trooz,"99,000",2,70,Not installed,0,30,200,292,4,None,To renovate,house
puurs-sint-amands,"406,000",3,162,Hyper equipped,None,None,None,432,3,None,As new,house
herseaux,"299,000",3,173,Semi equipped,0,None,None,None,2,None,Just renovated,loft
waregem,"325,000",2,112,Installed,0,22,None,None,4,0,As new,ground-floor
wenduine,"229,000",1,60,Installed,0,None,None,None,None,0,Good,apartment
schaerbeek,"345,000",2,110,Installed,0,40,None,None,None,None,Good,ground-floor
